pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_orbsmax,st_teff,st_met,star_A,star_A8 V,star_F,star_F V,star_F0,star_F1 V,star_F2,star_F2 V,star_F3 V,star_F4,star_F4 V,star_F5,star_F5 IV,star_F5 V,star_F6,star_F6 IV,star_F6 IV-V,star_F6 V,star_F7,star_F7 V,star_F8,star_F8 V,star_F9,star_F9 IV,star_F9 V,star_F9-F9.5,star_F9/G0,star_G,star_G V,star_G0,star_G0 V,star_G0 VI,star_G1,star_G1 V,star_G2,star_G2 IV,star_G2 V,star_G3,star_G3 IV,star_G3 V,star_G4,star_G4 V,star_G5,star_G5 V,star_G6,star_G6 V,star_G7,star_G7 IV/V,star_G7 V,star_G8,star_G8 IV/V,star_G8 V,star_G9,star_G9 IV,star_G9 V,star_K,star_K V,star_K0,star_K0 IV,star_K0 V,star_K0.0 V,star_K1,star_K1 V,star_K1-K2,star_K1.5+/-1,star_K2,star_K2 V,star_K2.5 V,star_K2V,star_K3,star_K3 V,star_K3.5 V,star_K4,star_K4 V,star_K4.5,star_K5,star_K5 V,star_K6,star_K6 V,star_K6-K7,star_K7,star_K7 V,star_K8 V,star_K9 V/M0 V,star_M,star_M V,star_M(6.1 +/- 0.7) V,star_M0,star_M0 V,star_M0.0 V,star_M0.5,star_M0.5 V,star_M1,star_M1 V,star_M1.0 V,star_M1.0+/-0.5,star_M1.5 V,star_M2,star_M2 V,star_M2.0 V,star_M2.5 V,star_M2.65 V,star_M3,star_M3 V,star_M3+/-1,star_M3.0 V,star_M3.5 +/- 1.0,star_M3.5 V,star_M4,star_M4 &#177 0.5 V,star_M4 +/- 0.5,star_M4 V,star_M4+/-0.5,star_M4.0,star_M4.5 V,star_M4.5+/-0.5,star_M5 V,star_M5.0,star_M5V,star_M6 V,star_m3 V,pl_rade_norm,pl_eqt_norm,pl_orbsmax_norm,habitability_index,star_temp_score,star_met_score,stellar_compatibility_index,habitability_class,predicted_habitability_score
-1.145350206103086,-0.8288058319464707,-1.3753238877517464,2.526557162514455,1.9715627282455646,-1.0431209561817827,-2.362395972761352,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05667231775248245,0.09883720930232558,0.8255597014925373,0.7726842488795694,0.7664,0.09615384615384626,0.49830153846153846,1,0.995
-1.012810684283892,-0.8230379704588625,-1.490499984339725,0.7794192637981285,0.181333780317208,-1.6246492641514811,-1.0526344409076134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09590699927343184,0.07289803220035777,0.4440298507462687,0.8436720172612304,0.6858666666666666,0.6346153846153846,0.6653661538461537,1,0.995
-1.1584405292457225,-0.8295945993293915,-0.3724975295288285,-0.9721174921100582,-1.2455968725547832,-1.2202752751659292,-0.3041992798483339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05279728747880842,0.3246869409660107,0.13992537313432837,0.8210212339952068,0.7418666666666667,0.9423076923076923,0.8220430769230769,1,0.995
-0.9764850375630756,-0.8093824351420468,-1.1707870265696463,-0.9202854569532454,-1.5038450581972598,-1.7902500405931832,1.1926710422702251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.10666020828287721,0.1449016100178891,0.08488805970149255,0.8823976607393951,0.6629333333333334,0.4423076923076924,0.574683076923077,1,0.995
-1.1142606886393245,-0.8183053661613379,-0.9682359601563044,-0.47003242899817865,-0.6876057080513431,-1.3666201473702242,-0.16386768714971897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06587551465245822,0.19051878354203933,0.2588432835820896,0.845673624005783,0.7216,1.0,0.83296,1,0.99
-0.9719034244631529,-0.8062766635717962,-1.2998636865389328,-0.30677175074567087,-0.6459358313171671,-1.5360721046594077,-1.5204064165696631,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10801646887866313,0.11583184257602862,0.26772388059701496,0.8569158992987203,0.6981333333333333,0.4423076923076924,0.5958030769230769,1,0.99
-1.012810684283892,-0.7757119274836164,-1.2958920970014163,1.2440285901235137,0.9385699856756571,-1.0825955598684676,-1.3800748238710483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09590699927343184,0.1167262969588551,0.6054104477611941,0.7938645919548465,0.7609333333333334,0.5,0.65656,1,0.99
-1.294252631850576,-0.8446797755277512,-1.1429858998070308,-0.7253641749056822,-1.1571796971314265,-1.6342772162701846,-2.5027275654599674,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.012593848389440544,0.1511627906976744,0.15876865671641793,0.9027436130218705,0.6845333333333333,0.03846153846153855,0.4261046153846154,1,0.99
-1.042263911354824,-0.8072626228004471,-0.6465372076174674,-0.4720025461668675,-0.5540169855800144,-0.8495991185958401,-0.6316396628117688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0871881811576653,0.2629695885509839,0.2873134328358209,0.8024742055493761,0.7932,0.8076923076923077,0.7989969230769232,1,0.985
-1.138805044531768,-0.8102205004864,-0.16398907880921187,-0.748052497523136,-0.9304465443131164,-0.5838676401196203,-0.16386768714971897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05860983288931945,0.3716457960644007,0.207089552238806,0.7864798379707508,0.83,1.0,0.8979999999999999,1,0.985
-0.919542131892607,-0.609084817841604,-1.3832670668267792,-0.6537319536721783,-1.1536780268176303,-1.8528317293647567,1.4078461510747682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.12351658997335917,0.09704830053667261,0.15951492537313436,0.8798710587213605,0.6542666666666667,0.3538461538461538,0.5340984615384615,1,0.985
-1.160076819638552,-0.8327989668225071,-0.02696923976489241,-1.0279098565617648,-1.3296369600858942,-0.8091617196972849,-2.5027275654599674,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05231290869459919,0.4025044722719141,0.12201492537313435,0.7936700625387678,0.7988,0.03846153846153855,0.49466461538461537,1,0.985
-1.1977114986736321,-0.8269818073734664,-0.4380287568978508,-0.9721250374985761,-1.2407820758733132,-1.2607126740644845,0.023241103115100907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04117219665778639,0.3099284436493739,0.14095149253731346,0.8313694453696732,0.7362666666666666,0.9230769230769231,0.8109907692307692,1,0.985
-0.8622719681435724,-0.7288788641226958,-1.3733380929829881,-0.36853334043766356,-0.8998069290673988,-1.8316502347036088,0.5377902763433555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.14046984742068297,0.09928443649373882,0.21361940298507467,0.8613744058372164,0.6572,0.7115384615384616,0.6789353846153847,1,0.985
-1.2369824681015413,-0.8436938162991001,-1.2244034853261192,-0.6201302001619727,-1.0315572746239845,-1.6756774103806102,-0.16386768714971897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.029547105836764346,0.13282647584973162,0.18554104477611943,0.8979423583701778,0.6788000000000001,1.0,0.80728,1,0.98
-1.0398094757655794,-0.8193406233514214,-1.3852528615955375,0.2619902184927237,-0.17496117411156528,-1.5437744663543707,-1.0994116384738184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08791474933397918,0.0966010733452594,0.36809701492537317,0.85257426794323,0.6970666666666667,0.6153846153846154,0.6643938461538461,1,0.98
-1.1977114986736321,-0.5686604894669146,-0.7041252559114568,-0.6861623464648736,-0.8822985774984173,-1.0825955598684676,-1.3800748238710483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04117219665778639,0.25,0.21735074626865677,0.8400609720831542,0.7609333333333334,0.5,0.65656,1,0.98
-1.064026573579457,-0.8306298565194749,-1.1628438474946132,1.5083434919563563,1.271228665486305,-0.7639103447393779,-1.2397432311724332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08074594332768224,0.146690518783542,0.6763059701492538,0.7737642211256597,0.8050666666666667,0.5576923076923077,0.7061169230769231,1,0.98
-1.146331980338784,-0.8273268931034942,-0.6246934651611267,-0.2722844572258714,-0.30890006361427363,-0.5366906747379726,-1.4923400980299402,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05638169048195689,0.2678890876565295,0.3395522388059702,0.8023812409834115,0.8365333333333334,0.4538461538461539,0.6834584615384616,1,0.975
-1.0488090729261421,-0.8072626228004471,-1.6533351553779019,2.171902749582139,1.2025083855780532,-1.712263628431684,1.1458938447040203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.08525066602082829,0.03622540250447227,0.6616604477611941,0.819077483037641,0.6737333333333333,0.46153846153846145,0.5888553846153846,1,0.975
-1.2860711798864282,-0.8476869511751365,-1.1092273887381403,-0.7253602341497742,-1.1970111969508594,-1.6313888306345736,-2.315618775195148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.015015742310486798,0.15876565295169942,0.15027985074626868,0.9004314717458719,0.6849333333333334,0.11538461538461542,0.4571138461538462,1,0.975
-0.9686308436774937,-0.7993749489712395,-0.9364632438561724,0.47568028648172417,0.4877299327743839,-0.5761652784246575,-0.16386768714971897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10898522644708163,0.19767441860465113,0.5093283582089553,0.7754704703375159,0.8310666666666666,1.0,0.89864,1,0.975
-1.004301974241178,-0.8348201832412415,-0.9841223183063704,0.5219430222730066,0.4352048780674395,-0.7639103447393779,-1.2397432311724332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09842576895131995,0.18694096601073346,0.498134328358209,0.786226440343537,0.8050666666666667,0.5576923076923077,0.7061169230769231,1,0.965
-0.5661034070414223,-0.7333156806516251,-1.0933410305880744,-0.8053258791782835,-1.0617591810804774,-1.5360721046594077,0.6313446714757656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2281424073625575,0.16234347048300535,0.17910447761194034,0.8079847533393869,0.6981333333333333,0.6730769230769231,0.6881107692307693,1,0.96
-0.5841026013625474,-0.7759584172907792,-1.1985881533322618,-0.023667006005815013,-0.2738833604763109,-1.4763788015234454,0.29922656875571024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22281424073625575,0.13864042933810372,0.3470149253731343,0.7860151468956295,0.7063999999999999,0.8096153846153846,0.7476861538461539,1,0.96
-0.8426364834296176,-0.7546123999904858,-1.0992984148943492,-0.19760713276903658,-0.20516308056805846,-0.7311753075357856,1.2394482398364302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14628239283119399,0.16100178890876565,0.36166044776119405,0.8047542377517773,0.8096,0.42307692307692313,0.6549907692307693,1,0.955
-1.27952601831511,-0.06624031552710115,0.5667833960938253,-1.326151247577321,-1.9021600563915888,-1.5572535993205556,0.2103498933799208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.016953257447323806,0.5362254025044723,0.0,0.7787285360192815,0.6952,0.8461538461538461,0.7555815384615385,1,0.95
-0.9727215696595676,-0.8047977247288198,-0.4856878313480489,-0.8497789097472506,-1.0022307857459405,-0.6493377145268049,0.654733270258868,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1077742794865585,0.29919499105545616,0.19179104477611944,0.7988540828279703,0.8209333333333333,0.6634615384615385,0.7579446153846154,1,0.95
-1.3107791648181546,-0.8465383086737581,0.35628915060545047,-1.2849449942105067,-1.8456956225816235,-1.528369742964445,-0.21064488471592396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.007701622668927096,0.488819320214669,0.012033582089552249,0.7989849064286512,0.6992,0.9807692307692307,0.8118276923076924,1,0.945
-1.0908617360218618,-0.8187983457756635,-0.7855428414305451,0.360711050957173,0.3415351971733884,-0.3787922599912334,-2.362395972761352,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07280213126665054,0.2316636851520572,0.4781716417910448,0.7825793450743078,0.8584,0.09615384615384626,0.5535015384615386,1,0.925
-0.4433816275792053,-0.7683172332687342,-1.434897730814494,-0.06138456032432934,-0.6065420402869589,-1.7719569315676462,0.9120078568729953,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.2644708161782514,0.08542039355992843,0.27611940298507465,0.8048196355077131,0.6654666666666667,0.5576923076923077,0.622356923076923,1,0.92
-0.6560993786470479,-0.6978211484201904,-0.9642643706187879,-0.2041015564577336,-0.33078550307550053,-1.1162933922839302,1.7539974130646847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2015015742310487,0.1914132379248658,0.33488805970149255,0.7758564631973357,0.7562666666666666,0.21153846153846156,0.5383753846153846,1,0.915
-0.960449391713346,-0.771275110954687,-0.8788751955621831,0.4756872697330024,0.4680330372592798,-0.5078068183818618,-0.42114227376384633,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11140712036812787,0.21064400715563503,0.5051305970149255,0.7701534295875098,0.8405333333333334,0.8942307692307693,0.8620123076923077,1,0.905
-1.3367961820641447,-0.8299396850594193,-1.2065313324072948,2.226899475416018,1.9102834977541294,-0.17756806071032785,-1.8946239970993028,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.1368515205724508,0.8125,0.7827593917710197,0.8862666666666666,0.28846153846153855,0.6471446153846154,1,0.905
